csv_id,year_start,year_end,loc_abbrev,loc_desc,source,class,topic,question,response,data_value_unit,data_value_type_id,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,strat_cat_1,strat1,strat_cat_2,strat2,strat_cat_3,strat3,geolocation,class_id,topic_id,question_id,response_id,location_id,strat_cat_id_1,strat_id_1,strat_cat_id_2,strat_id_2,strat_cat_id_3,strat_id_3,report,id
,2015,2015,AL,Alabama,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C07,TGC01,Q36,,01,AGE,5064,RACE,ASN,,,,825
,2018,2018,AK,Alaska,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C03,TSC03,Q20,,02,AGE,5064,RACE,ASN,,,,826
,2016,2016,AZ,Arizona,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C07,TGC01,Q36,,04,AGE,65PLUS,RACE,NAA,,,,827
,2017,2017,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,,%,PRCTG,Percentage,35.4,35.4,,,33.8,37,,Age Group,Overall,Gender,Female,,,POINT (-111.7638113 34.86597028),C02,TNC01,Q01,,04,AGE,AGE_OVERALL,GENDER,FEMALE,,,,828
,2016,2016,AL,Alabama,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,71.5,71.5,,,67.6,75.1,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-86.63186076 32.84057112),C03,TSC01,Q12,,01,AGE,5064,RACE,WHT,,,,829
,2019,2019,AK,Alaska,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C05,TMC01,Q03,,02,AGE,AGE_OVERALL,RACE,BLK,,,,830
,2017,2017,AZ,Arizona,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,46.5,46.5,,,44.9,48.1,,Age Group,Overall,Gender,Female,,,POINT (-111.7638113 34.86597028),C01,TOC11,Q43,,04,AGE,AGE_OVERALL,GENDER,FEMALE,,,,929
,2015,2015,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C02,TNC03,Q16,,04,AGE,5064,RACE,BLK,,,,831
,2019,2019,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,,%,PRCTG,Percentage,13.2,13.2,,,10.6,16.2,,Age Group,65 years or older,Gender,Male,,,POINT (-111.7638113 34.86597028),C02,TNC02,Q02,,04,AGE,65PLUS,GENDER,MALE,,,,832
,2017,2017,AZ,Arizona,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC13,Q45,,04,AGE,5064,RACE,BLK,,,,833
,2019,2019,AZ,Arizona,BRFSS,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,,%,PRCTG,Percentage,47.0,47.0,,,41.8,52.4,,Age Group,50-64 years,Gender,Male,,,POINT (-111.7638113 34.86597028),C03,TSC07,Q22,,04,AGE,5064,GENDER,MALE,,,,834
,2020,2020,AZ,Arizona,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,29.3,29.3,,,19.5,41.5,,Age Group,65 years or older,Gender,Female,,,POINT (-111.7638113 34.86597028),C06,TCC02,Q31,,04,AGE,65PLUS,GENDER,FEMALE,,,,835
,2020,2020,AZ,Arizona,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,43.1,43.1,,,31.6,55.3,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C03,TSC08,Q18,,04,AGE,5064,RACE,NAA,,,,836
,2020,2020,AK,Alaska,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,5.8,5.8,,,3.7,9,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C05,TMC01,Q03,,02,AGE,65PLUS,RACE,WHT,,,,837
,2020,2020,AZ,Arizona,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,51.9,51.9,,,38.9,64.7,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-111.7638113 34.86597028),C06,TCC02,Q31,,04,AGE,5064,RACE,WHT,,,,838
,2020,2020,AR,Arkansas,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,70.6,70.6,,,67.7,73.3,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-92.27449074 34.74865012),C03,TSC01,Q12,,05,AGE,AGE_OVERALL,RACE,WHT,,,,839
,2017,2017,AK,Alaska,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,67.3,67.3,,,63.3,71.2,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C03,TSC04,Q19,,02,AGE,AGE_OVERALL,RACE,WHT,,,,840
,2015,2015,AZ,Arizona,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,35.2,35.2,,,26.9,44.5,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-111.7638113 34.86597028),C06,TCC03,Q41,,04,AGE,5064,RACE,WHT,,,,841
,2017,2017,AL,Alabama,BRFSS,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,,%,PRCTG,Percentage,25.6,25.6,,,20.9,30.9,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C02,TNC01,Q01,,01,AGE,5064,RACE,BLK,,,,842
,2020,2020,AL,Alabama,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,55.0,55.0,,,50.4,59.5,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C01,TOC11,Q43,,01,AGE,AGE_OVERALL,RACE,BLK,,,,843
,2015,2015,AL,Alabama,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C01,TOC12,Q44,,01,AGE,AGE_OVERALL,RACE,ASN,,,,844
,2017,2017,AL,Alabama,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,21.6,21.6,,,19.3,24,,Age Group,50-64 years,,,,,POINT (-86.63186076 32.84057112),C04,TAC01,Q17,,01,AGE,5064,OVERALL,OVERALL,,,,845
,2020,2020,AZ,Arizona,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,23.5,23.5,,,18,30,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C03,TSC10,Q10,,04,AGE,AGE_OVERALL,RACE,HIS,,,,846
,2019,2019,AK,Alaska,BRFSS,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C03,TSC07,Q22,,02,AGE,AGE_OVERALL,RACE,BLK,,,,847
,2017,2017,AK,Alaska,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,20.3,20.3,,,16.6,24.7,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C01,TOC10,Q46,,02,AGE,5064,RACE,WHT,,,,848
,2019,2019,AK,Alaska,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C01,TOC01,Q08,,02,AGE,AGE_OVERALL,RACE,BLK,,,,850
,2016,2016,AK,Alaska,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C01,TOC08,Q33,,02,AGE,AGE_OVERALL,RACE,BLK,,,,851
,2018,2018,AL,Alabama,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,44.7,44.7,,,41.8,47.7,,Age Group,Overall,Gender,Male,,,POINT (-86.63186076 32.84057112),C03,TSC08,Q18,,01,AGE,AGE_OVERALL,GENDER,MALE,,,,852
,2015,2015,AK,Alaska,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,7.3,7.3,,,5.1,10.3,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C04,TAC01,Q17,,02,AGE,65PLUS,RACE,WHT,,,,853
,2018,2018,AZ,Arizona,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,72.8,72.8,,,69.7,75.8,,Age Group,Overall,Gender,Female,,,POINT (-111.7638113 34.86597028),C01,TOC08,Q33,,04,AGE,AGE_OVERALL,GENDER,FEMALE,,,,854
,2018,2018,AL,Alabama,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,6.9,6.9,,,5.9,7.8,,Age Group,50-64 years,Gender,Male,,,POINT (-86.63186076 32.84057112),C01,TOC01,Q08,,01,AGE,5064,GENDER,MALE,,,,855
,2020,2020,AK,Alaska,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C06,TCC02,Q31,,02,AGE,AGE_OVERALL,RACE,HIS,,,,856
,2020,2020,AK,Alaska,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C04,TAC01,Q17,,02,AGE,65PLUS,RACE,BLK,,,,857
,2020,2020,AR,Arkansas,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,14.0,14.0,,,12.1,16,,Age Group,Overall,Gender,Female,,,POINT (-92.27449074 34.74865012),C01,TOC06,Q05,,05,AGE,AGE_OVERALL,GENDER,FEMALE,,,,858
,2019,2019,AZ,Arizona,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,32.9,32.9,,,24.7,42.4,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C01,TOC11,Q43,,04,AGE,AGE_OVERALL,RACE,NAA,,,,859
,2020,2020,AK,Alaska,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,14.4,14.4,,,11.5,17.9,,Age Group,50-64 years,,,,,POINT (-147.722059 64.84507996),C04,TAC03,Q21,,02,AGE,5064,OVERALL,OVERALL,,,,860
,2020,2020,AL,Alabama,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C01,TOC13,Q45,,01,AGE,65PLUS,RACE,HIS,,,,861
,2020,2020,AK,Alaska,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,8.6,8.6,,,7,10.5,,Age Group,Overall,,,,,POINT (-147.722059 64.84507996),C05,TMC01,Q03,,02,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,862
,2018,2018,AZ,Arizona,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,82.6,82.6,,,67.8,91.5,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC05,Q07,,04,AGE,5064,RACE,BLK,,,,863
,2015,2015,AZ,Arizona,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,53.0,53.0,,,38.9,66.6,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C06,TCC03,Q41,,04,AGE,AGE_OVERALL,RACE,HIS,,,,864
,2019,2019,AK,Alaska,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,18.4,18.4,,,15.2,22.2,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C01,TOC07,Q32,,02,AGE,65PLUS,RACE,WHT,,,,865
,2018,2018,AL,Alabama,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,40.3,40.3,,,36.4,44.4,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C03,TSC08,Q18,,01,AGE,AGE_OVERALL,RACE,BLK,,,,866
,2020,2020,AZ,Arizona,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,10.2,10.2,,,8.2,12.6,,Age Group,65 years or older,Gender,Male,,,POINT (-111.7638113 34.86597028),C04,TAC01,Q17,,04,AGE,65PLUS,GENDER,MALE,,,,867
,2020,2020,AL,Alabama,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C03,TSC09,Q09,,01,AGE,AGE_OVERALL,RACE,NAA,,,,868
,2017,2017,AZ,Arizona,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,5.8,5.8,,,4.7,6.8,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C01,TOC01,Q08,,04,AGE,5064,RACE,HIS,,,,889
,2019,2019,AK,Alaska,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C01,TOC07,Q32,,02,AGE,5064,RACE,BLK,,,,869
